,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch,step,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
0,0.00438371067866683,0.5737051792828686,0.37894736842105264,0.4564183835182251,0.9709483157964397,38.8264,15.505,0.258,1.0,411,,,,,
1,,,,,,,,,1.0,411,1422.1079,4.618,0.289,858145077043200.0,0.011019160277652044
